,group,kval,rhoval,proportion_per_capita,proportion_gross,method,baseline_1,baseline_2
0,experts,17,0.75,0.04423186116043776,0.6192460562461286,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,17,0.75,0.0031729495312822617,0.3807539437538714,Real influence,0.007518796992481203,0.4306558073107654
0,experts,17,1,0.009001534307441607,0.1260214803041825,Potential influence,0.007518796992481203,
0,amateurs,17,1,0.00728315433079848,0.8739785196958175,Potential influence,0.007518796992481203,
0,experts,17,1,0.04414720375066511,0.6180608525093115,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,17,1,0.0031828262290890708,0.38193914749068847,Real influence,0.007518796992481203,0.4306558073107654
0,experts,17,1.25,0.00873687300673493,0.12231622209428902,Potential influence,0.007518796992481203,
0,amateurs,17,1.25,0.007314031482547592,0.877683777905711,Potential influence,0.007518796992481203,
0,experts,17,1.25,0.04394470213179241,0.6152258298450938,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,17,1.25,0.003206451417957552,0.3847741701549063,Real influence,0.007518796992481203,0.4306558073107654
0,experts,17,1.5,0.00848126796794381,0.11873775155121336,Potential influence,0.007518796992481203,
0,amateurs,17,1.5,0.007343852070406555,0.8812622484487866,Potential influence,0.007518796992481203,
0,experts,17,1.5,0.043623440570018095,0.6107281679802533,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,17,1.5,0.0032439319334978895,0.38927183201974674,Real influence,0.007518796992481203,0.4306558073107654
0,experts,19,0,0.010833637061573842,0.1516709188620338,Potential influence,0.007518796992481203,
0,amateurs,19,0,0.007069409009483049,0.8483290811379659,Potential influence,0.007518796992481203,
0,experts,19,0,0.04204630052514156,0.5886482073519818,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,19,0,0.003427931605400151,0.41135179264801813,Real influence,0.007518796992481203,0.4306558073107654
0,experts,19,0.25,0.010469640600013872,0.1465749684001942,Potential influence,0.007518796992481203,
0,amateurs,19,0.25,0.007111875263331716,0.8534250315998059,Potential influence,0.007518796992481203,
0,experts,19,0.25,0.043634328108884554,0.6108805935243837,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,19,0.25,0.003242661720630135,0.3891194064756162,Real influence,0.007518796992481203,0.4306558073107654
0,experts,19,0.5,0.010151914847779397,0.14212680786891155,Potential influence,0.007518796992481203,
0,amateurs,19,0.5,0.00714894326775907,0.8578731921310884,Potential influence,0.007518796992481203,
0,experts,19,0.5,0.04380890724463486,0.613324701424888,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,19,0.5,0.003222294154792599,0.3866752985751119,Real influence,0.007518796992481203,0.4306558073107654
0,experts,19,0.75,0.009847139078773066,0.13785994710282293,Potential influence,0.007518796992481203,
0,amateurs,19,0.75,0.00718450044080981,0.8621400528971771,Potential influence,0.007518796992481203,
0,experts,19,0.75,0.043880843819892476,0.6143318134784946,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,19,0.75,0.0032139015543458794,0.38566818652150553,Real influence,0.007518796992481203,0.4306558073107654
0,experts,19,1,0.009553264998522765,0.1337457099793187,Potential influence,0.007518796992481203,
0,amateurs,19,1,0.007218785750172345,0.8662542900206814,Potential influence,0.007518796992481203,
0,experts,19,1,0.043837596469671135,0.6137263505753959,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,19,1,0.003218947078538366,0.38627364942460396,Real influence,0.007518796992481203,0.4306558073107654
0,experts,19,1.25,0.009269143862216596,0.12976801407103233,Potential influence,0.007518796992481203,
0,amateurs,19,1.25,0.007251933216074731,0.8702319859289678,Potential influence,0.007518796992481203,
0,experts,19,1.25,0.04367262351913429,0.61141672926788,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,19,1.25,0.003238193922767664,0.3885832707321197,Real influence,0.007518796992481203,0.4306558073107654
0,experts,19,1.5,0.008994263059066445,0.12591968282693022,Potential influence,0.007518796992481203,
0,amateurs,19,1.5,0.007284002643108917,0.8740803171730701,Potential influence,0.007518796992481203,
0,experts,19,1.5,0.04338525428693455,0.6073935600170837,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,19,1.5,0.003271720333190968,0.39260643998291617,Real influence,0.007518796992481203,0.4306558073107654
0,experts,23,0,0.011593116114192751,0.16230362559869851,Potential influence,0.007518796992481203,
0,amateurs,23,0,0.006980803120010846,0.8376963744013015,Potential influence,0.007518796992481203,
0,experts,23,0,0.04122068447539665,0.5770895826555531,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,23,0,0.003524253477870391,0.4229104173444469,Real influence,0.007518796992481203,0.4306558073107654
0,experts,23,0.25,0.011214704240458862,0.15700585936642406,Potential influence,0.007518796992481203,
0,amateurs,23,0.25,0.007024951171946466,0.8429941406335759,Potential influence,0.007518796992481203,
0,experts,23,0.25,0.043188246479718986,0.6046354507160658,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,23,0.25,0.0032947045773661183,0.3953645492839342,Real influence,0.007518796992481203,0.4306558073107654
0,experts,23,0.5,0.010880317104407056,0.1523244394616988,Potential influence,0.007518796992481203,
0,amateurs,23,0.5,0.007063963004485845,0.8476755605383014,Potential influence,0.007518796992481203,
0,experts,23,0.5,0.043420648000905226,0.6078890720126732,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,23,0.5,0.0032675910665610577,0.39211092798732694,Real influence,0.007518796992481203,0.4306558073107654
0,experts,23,0.75,0.01055746470583108,0.14780450588163513,Potential influence,0.007518796992481203,
0,amateurs,23,0.75,0.007101629117653041,0.8521954941183649,Potential influence,0.007518796992481203,
0,experts,23,0.75,0.04354262332982992,0.6095967266176189,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,23,0.75,0.003253360611519841,0.39040327338238096,Real influence,0.007518796992481203,0.4306558073107654
0,experts,23,1,0.010244129186251423,0.14341780860751993,Potential influence,0.007518796992481203,
0,amateurs,23,1,0.007138184928270667,0.85658219139248,Potential influence,0.007518796992481203,
0,experts,23,1,0.04354312819815993,0.6096037947742391,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,23,1,0.0032533017102146745,0.39039620522576096,Real influence,0.007518796992481203,0.4306558073107654
0,experts,23,1.25,0.0099391928450201,0.1391486998302814,Potential influence,0.007518796992481203,
0,amateurs,23,1.25,0.007173760834747655,0.8608513001697186,Potential influence,0.007518796992481203,
0,experts,23,1.25,0.04341663229238469,0.6078328520933857,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,23,1.25,0.003268059565888453,0.3921671479066144,Real influence,0.007518796992481203,0.4306558073107654
0,experts,23,1.5,0.00964219829038404,0.13499077606537657,Potential influence,0.007518796992481203,
0,amateurs,23,1.5,0.007208410199455195,0.8650092239346233,Potential influence,0.007518796992481203,
0,experts,23,1.5,0.04316317827909647,0.6042844959073506,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,23,1.5,0.0032976292007720768,0.3957155040926492,Real influence,0.007518796992481203,0.4306558073107654
0,experts,29,0,0.012075617132897561,0.16905863986056585,Potential influence,0.007518796992481203,
0,amateurs,29,0,0.006924511334495283,0.830941360139434,Potential influence,0.007518796992481203,
0,experts,29,0,0.04077569897437873,0.5708597856413022,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,29,0,0.0035761684529891477,0.4291402143586977,Real influence,0.007518796992481203,0.4306558073107654
0,experts,29,0.25,0.011717548689486467,0.16404568165281055,Potential influence,0.007518796992481203,
0,amateurs,29,0.25,0.006966285986226577,0.8359543183471893,Potential influence,0.007518796992481203,
0,experts,29,0.25,0.043001515160175474,0.6020212122424566,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,29,0.25,0.0033164898979795277,0.3979787877575433,Real influence,0.007518796992481203,0.4306558073107654
0,experts,29,0.5,0.011393934478108486,0.1595150826935188,Potential influence,0.007518796992481203,
0,amateurs,29,0.5,0.0070040409775540095,0.8404849173064811,Potential influence,0.007518796992481203,
0,experts,29,0.5,0.04326349909875774,0.6056889873826083,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,29,0.5,0.003285925105144931,0.3943110126173917,Real influence,0.007518796992481203,0.4306558073107654
0,experts,29,0.75,0.011077255406144449,0.1550815756860223,Potential influence,0.007518796992481203,
0,amateurs,29,0.75,0.007040986869283146,0.8449184243139776,Potential influence,0.007518796992481203,
0,experts,29,0.75,0.043409672897839105,0.6077354205697475,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,29,0.75,0.0032688714952521037,0.39226457943025245,Real influence,0.007518796992481203,0.4306558073107654
0,experts,29,1,0.010765919058733817,0.15072286682227343,Potential influence,0.007518796992481203,
0,amateurs,29,1,0.007077309443147722,0.8492771331777267,Potential influence,0.007518796992481203,
0,experts,29,1,0.04343026521428017,0.6080237129999224,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,29,1,0.0032664690583339797,0.3919762870000776,Real influence,0.007518796992481203,0.4306558073107654
0,experts,29,1.25,0.010459195333831637,0.14642873467364292,Potential influence,0.007518796992481203,
0,amateurs,29,1.25,0.007113093877719642,0.853571265326357,Potential influence,0.007518796992481203,
0,experts,29,1.25,0.0433206327670135,0.606488858738189,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,29,1.25,0.00327925951051509,0.3935111412618108,Real influence,0.007518796992481203,0.4306558073107654
0,experts,29,1.5,0.010156995791186483,0.14219794107661077,Potential influence,0.007518796992481203,
0,amateurs,29,1.5,0.007148350491028243,0.8578020589233891,Potential influence,0.007518796992481203,
0,experts,29,1.5,0.04308144985579592,0.6031402979811429,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,29,1.5,0.0033071641834904754,0.39685970201885706,Real influence,0.007518796992481203,0.4306558073107654
0,experts,50,0,0.012844940970681989,0.17982917358954784,Potential influence,0.007518796992481203,
0,amateurs,50,0,0.006834756886753767,0.820170826410452,Potential influence,0.007518796992481203,
0,experts,50,0,0.04066353304633038,0.5692894626486253,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,50,0,0.003589254477928122,0.43071053735137466,Real influence,0.007518796992481203,0.4306558073107654
0,experts,50,0.25,0.012518947253132195,0.17526526154385072,Potential influence,0.007518796992481203,
0,amateurs,50,0.25,0.006872789487134577,0.8247347384561493,Potential influence,0.007518796992481203,
0,experts,50,0.25,0.04297122014333373,0.6015970820066723,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,50,0.25,0.0033200243166110637,0.39840291799332767,Real influence,0.007518796992481203,0.4306558073107654
0,experts,50,0.5,0.01220453734733351,0.17086352286266915,Potential influence,0.007518796992481203,
0,amateurs,50,0.5,0.006909470642811091,0.8291364771373309,Potential influence,0.007518796992481203,
0,experts,50,0.5,0.04323923377127181,0.6053492727978054,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,50,0.5,0.003288756060018288,0.3946507272021946,Real influence,0.007518796992481203,0.4306558073107654
0,experts,50,0.75,0.011889796589725068,0.16645715225615096,Potential influence,0.007518796992481203,
0,amateurs,50,0.75,0.0069461903978654095,0.8335428477438491,Potential influence,0.007518796992481203,
0,experts,50,0.75,0.043390028809207906,0.6074604033289107,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,50,0.75,0.0032711633055924113,0.39253959667108934,Real influence,0.007518796992481203,0.4306558073107654
0,experts,50,1,0.011573778673706764,0.1620329014318947,Potential influence,0.007518796992481203,
0,amateurs,50,1,0.006983059154734212,0.8379670985681055,Potential influence,0.007518796992481203,
0,experts,50,1,0.04341422677716139,0.6077991748802595,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,50,1,0.0032683402093311724,0.3922008251197407,Real influence,0.007518796992481203,0.4306558073107654
0,experts,50,1.25,0.011256410354648772,0.1575897449650828,Potential influence,0.007518796992481203,
0,amateurs,50,1.25,0.00702008545862431,0.8424102550349172,Potential influence,0.007518796992481203,
0,experts,50,1.25,0.04330745216331046,0.6063043302863464,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,50,1.25,0.0032807972476137804,0.39369566971365366,Real influence,0.007518796992481203,0.4306558073107654
0,experts,50,1.5,0.010938244585142589,0.15313542419199624,Potential influence,0.007518796992481203,
0,amateurs,50,1.5,0.007057204798400032,0.8468645758080038,Potential influence,0.007518796992481203,
0,experts,50,1.5,0.043070564558867715,0.602987903824148,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,50,1.5,0.0033084341347987666,0.397012096175852,Real influence,0.007518796992481203,0.4306558073107654
0,experts,75,0,0.012023398869981433,0.16832758417974006,Potential influence,0.007518796992481203,
0,amateurs,75,0,0.006930603465168832,0.8316724158202599,Potential influence,0.007518796992481203,
0,experts,75,0,0.04066353304633038,0.5692894626486253,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,75,0,0.003589254477928122,0.43071053735137466,Real influence,0.007518796992481203,0.4306558073107654
0,experts,75,0.25,0.01178236939658484,0.16495317155218778,Potential influence,0.007518796992481203,
0,amateurs,75,0.25,0.006958723570398435,0.8350468284478122,Potential influence,0.007518796992481203,
0,experts,75,0.25,0.04297122014333373,0.6015970820066723,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,75,0.25,0.0033200243166110637,0.39840291799332767,Real influence,0.007518796992481203,0.4306558073107654
0,experts,75,0.5,0.01154505734698195,0.16163080285774728,Potential influence,0.007518796992481203,
0,amateurs,75,0.5,0.006986409976185438,0.8383691971422526,Potential influence,0.007518796992481203,
0,experts,75,0.5,0.04323923377127181,0.6053492727978054,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,75,0.5,0.003288756060018288,0.3946507272021946,Real influence,0.007518796992481203,0.4306558073107654
0,experts,75,0.75,0.01130366559645341,0.15825131835034775,Potential influence,0.007518796992481203,
0,amateurs,75,0.75,0.007014572347080433,0.841748681649652,Potential influence,0.007518796992481203,
0,experts,75,0.75,0.043390028809207906,0.6074604033289107,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,75,0.75,0.0032711633055924113,0.39253959667108934,Real influence,0.007518796992481203,0.4306558073107654
0,experts,75,1,0.011056395807449309,0.15478954130429032,Potential influence,0.007518796992481203,
0,amateurs,75,1,0.0070434204891309145,0.8452104586957098,Potential influence,0.007518796992481203,
0,experts,75,1,0.04341422677716139,0.6077991748802595,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,75,1,0.0032683402093311724,0.3922008251197407,Real influence,0.007518796992481203,0.4306558073107654
0,experts,75,1.25,0.010802667803122586,0.1512373492437162,Potential influence,0.007518796992481203,
0,amateurs,75,1.25,0.007073022089635697,0.8487626507562837,Potential influence,0.007518796992481203,
0,experts,75,1.25,0.04330745216331046,0.6063043302863464,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,75,1.25,0.0032807972476137804,0.39369566971365366,Real influence,0.007518796992481203,0.4306558073107654
0,experts,75,1.5,0.010542754566655573,0.14759856393317802,Potential influence,0.007518796992481203,
0,amateurs,75,1.5,0.007103345300556851,0.8524014360668221,Potential influence,0.007518796992481203,
0,experts,75,1.5,0.043070564558867715,0.602987903824148,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,75,1.5,0.0033084341347987666,0.397012096175852,Real influence,0.007518796992481203,0.4306558073107654
0,experts,100,0,0.00844865094380783,0.11828111321330964,Potential influence,0.007518796992481203,
0,amateurs,100,0,0.007347657389889088,0.8817188867866905,Potential influence,0.007518796992481203,
0,experts,100,0,0.04066353304633038,0.5692894626486253,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,100,0,0.003589254477928122,0.43071053735137466,Real influence,0.007518796992481203,0.4306558073107654
0,experts,100,0.25,0.00847300712885769,0.11862209980400765,Potential influence,0.007518796992481203,
0,amateurs,100,0.25,0.007344815834966601,0.8813779001959922,Potential influence,0.007518796992481203,
0,experts,100,0.25,0.04297122014333373,0.6015970820066723,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,100,0.25,0.0033200243166110637,0.39840291799332767,Real influence,0.007518796992481203,0.4306558073107654
0,experts,100,0.5,0.008496424713046633,0.11894994598265286,Potential influence,0.007518796992481203,
0,amateurs,100,0.5,0.007342083783477894,0.8810500540173473,Potential influence,0.007518796992481203,
0,experts,100,0.5,0.04323923377127181,0.6053492727978054,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,100,0.5,0.003288756060018288,0.3946507272021946,Real influence,0.007518796992481203,0.4306558073107654
0,experts,100,0.75,0.008510444689850192,0.11914622565790269,Potential influence,0.007518796992481203,
0,amateurs,100,0.75,0.007340448119517478,0.8808537743420973,Potential influence,0.007518796992481203,
0,experts,100,0.75,0.043390028809207906,0.6074604033289107,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,100,0.75,0.0032711633055924113,0.39253959667108934,Real influence,0.007518796992481203,0.4306558073107654
0,experts,100,1,0.008512569649689368,0.11917597509565114,Potential influence,0.007518796992481203,
0,amateurs,100,1,0.0073402002075362415,0.880824024904349,Potential influence,0.007518796992481203,
0,experts,100,1,0.04341422677716139,0.6077991748802595,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,100,1,0.0032683402093311724,0.3922008251197407,Real influence,0.007518796992481203,0.4306558073107654
0,experts,100,1.25,0.008500941723797232,0.11901318413316125,Potential influence,0.007518796992481203,
0,amateurs,100,1.25,0.007341556798890322,0.8809868158668386,Potential influence,0.007518796992481203,
0,experts,100,1.25,0.04330745216331046,0.6063043302863464,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,100,1.25,0.0032807972476137804,0.39369566971365366,Real influence,0.007518796992481203,0.4306558073107654
0,experts,100,1.5,0.008474249765467108,0.11863949671653952,Potential influence,0.007518796992481203,
0,amateurs,100,1.5,0.007344670860695503,0.8813605032834604,Potential influence,0.007518796992481203,
0,experts,100,1.5,0.043070564558867715,0.602987903824148,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,100,1.5,0.0033084341347987666,0.397012096175852,Real influence,0.007518796992481203,0.4306558073107654
0,experts,125,0,0.007449435224561855,0.10429209314386598,Potential influence,0.007518796992481203,
0,amateurs,125,0,0.007464232557134473,0.8957079068561367,Potential influence,0.007518796992481203,
0,experts,125,0,0.04066353304633038,0.5692894626486253,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,125,0,0.003589254477928122,0.43071053735137466,Real influence,0.007518796992481203,0.4306558073107654
0,experts,125,0.25,0.007404826574362893,0.1036675720410805,Potential influence,0.007518796992481203,
0,amateurs,125,0.25,0.007469436899657663,0.8963324279589195,Potential influence,0.007518796992481203,
0,experts,125,0.25,0.04297122014333373,0.6015970820066723,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,125,0.25,0.0033200243166110637,0.39840291799332767,Real influence,0.007518796992481203,0.4306558073107654
0,experts,125,0.5,0.0073656345952462,0.10311888433344679,Potential influence,0.007518796992481203,
0,amateurs,125,0.5,0.007474009297221279,0.8968811156665535,Potential influence,0.007518796992481203,
0,experts,125,0.5,0.04323923377127181,0.6053492727978054,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,125,0.5,0.003288756060018288,0.3946507272021946,Real influence,0.007518796992481203,0.4306558073107654
0,experts,125,0.75,0.007330746916850793,0.1026304568359111,Potential influence,0.007518796992481203,
0,amateurs,125,0.75,0.007478079526367409,0.8973695431640891,Potential influence,0.007518796992481203,
0,experts,125,0.75,0.043390028809207906,0.6074604033289107,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,125,0.75,0.0032711633055924113,0.39253959667108934,Real influence,0.007518796992481203,0.4306558073107654
0,experts,125,1,0.007298531766002941,0.10217944472404118,Potential influence,0.007518796992481203,
0,amateurs,125,1,0.007481837960632998,0.8978205552759598,Potential influence,0.007518796992481203,
0,experts,125,1,0.04341422677716139,0.6077991748802595,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,125,1,0.0032683402093311724,0.3922008251197407,Real influence,0.007518796992481203,0.4306558073107654
0,experts,125,1.25,0.007267525946402317,0.10174536324963245,Potential influence,0.007518796992481203,
0,amateurs,125,1.25,0.007485455306253061,0.8982546367503673,Potential influence,0.007518796992481203,
0,experts,125,1.25,0.04330745216331046,0.6063043302863464,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,125,1.25,0.0032807972476137804,0.39369566971365366,Real influence,0.007518796992481203,0.4306558073107654
0,experts,125,1.5,0.0072363833268361735,0.10130936657570642,Potential influence,0.007518796992481203,
0,amateurs,125,1.5,0.007489088611869111,0.8986906334242932,Potential influence,0.007518796992481203,
0,experts,125,1.5,0.043070564558867715,0.602987903824148,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,125,1.5,0.0033084341347987666,0.397012096175852,Real influence,0.007518796992481203,0.4306558073107654
0,experts,133,0,0.007469494320594405,0.10457292048832167,Potential influence,0.007518796992481203,
0,amateurs,133,0,0.007461892329264008,0.895427079511681,Potential influence,0.007518796992481203,
0,experts,133,0,0.04066353304633038,0.5692894626486253,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,133,0,0.003589254477928122,0.43071053735137466,Real influence,0.007518796992481203,0.4306558073107654
0,experts,133,0.25,0.007460562774091976,0.10444787883728766,Potential influence,0.007518796992481203,
0,amateurs,133,0.25,0.0074629343430226034,0.8955521211627124,Potential influence,0.007518796992481203,
0,experts,133,0.25,0.04297122014333373,0.6015970820066723,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,133,0.25,0.0033200243166110637,0.39840291799332767,Real influence,0.007518796992481203,0.4306558073107654
0,experts,133,0.5,0.007396000433429097,0.10354400606800736,Potential influence,0.007518796992481203,
0,amateurs,133,0.5,0.00747046661609994,0.8964559939319928,Potential influence,0.007518796992481203,
0,experts,133,0.5,0.04323923377127181,0.6053492727978054,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,133,0.5,0.003288756060018288,0.3946507272021946,Real influence,0.007518796992481203,0.4306558073107654
0,experts,133,0.75,0.007345315753808352,0.10283442055331693,Potential influence,0.007518796992481203,
0,amateurs,133,0.75,0.00747637982872236,0.8971655794466832,Potential influence,0.007518796992481203,
0,experts,133,0.75,0.043390028809207906,0.6074604033289107,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,133,0.75,0.0032711633055924113,0.39253959667108934,Real influence,0.007518796992481203,0.4306558073107654
0,experts,133,1,0.007302475787496142,0.102234661024946,Potential influence,0.007518796992481203,
0,amateurs,133,1,0.007481377824792124,0.897765338975055,Potential influence,0.007518796992481203,
0,experts,133,1,0.04341422677716139,0.6077991748802595,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,133,1,0.0032683402093311724,0.3922008251197407,Real influence,0.007518796992481203,0.4306558073107654
0,experts,133,1.25,0.007263966876117059,0.10169553626563883,Potential influence,0.007518796992481203,
0,amateurs,133,1.25,0.0074858705311196755,0.898304463734361,Potential influence,0.007518796992481203,
0,experts,133,1.25,0.04330745216331046,0.6063043302863464,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,133,1.25,0.0032807972476137804,0.39369566971365366,Real influence,0.007518796992481203,0.4306558073107654
0,experts,133,1.5,0.00722736561051555,0.1011831185472177,Potential influence,0.007518796992481203,
0,amateurs,133,1.5,0.007490140678773185,0.8988168814527823,Potential influence,0.007518796992481203,
0,experts,133,1.5,0.043070564558867715,0.602987903824148,Real influence,0.007518796992481203,0.5693441926892345
0,amateurs,133,1.5,0.0033084341347987666,0.397012096175852,Real influence,0.007518796992481203,0.4306558073107654
